phi,psi,ccorr,imagcoh,plv,error,target
2.223187824627991,-1.2357877282277876,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
2.277483929661562,0.233138772102798,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
-0.5955710164719736,2.0709005731841303,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
2.3089969479052623,-1.4115022185501824,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
3.0277951103567737,-2.798888481259719,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
-2.2572916503092197,-2.5979311712439905,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
-1.9737731570145292,-3.1290906156640172,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
3.009677396595558,-3.0765764911428013,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
-0.809020655026186,1.5759993090514204,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
2.1744168349490796,0.9238843202903251,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
2.833485180133952,-2.2288483154958705,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
2.0223546812471582,-0.21461673265408088,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
2.4529414847558586,-0.2324535632182405,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
0.39719870318316275,0.7849950680240507,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
-2.7779011278750665,-3.0609117179564067,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
0.40756531519987815,0.03487896306595539,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
1.8415352256424686,0.9051847147709822,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
-1.8022206174255166,2.5491847468854667,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
-0.7637949814810656,1.4582871681996972,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
2.492101504956456,-1.0847735095594233,0.8760887864759884,0.5230373253055339,0.07629773461962412,0.6771716228381016,"pos CCorr, pos ImagCoh, low PLV"
2.8043031550769033,1.5587261496007105,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
-1.5107757852812829,-2.707682324031463,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
2.596659538481096,0.0797500896370571,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
-1.5791452090507827,-2.6376668906704857,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
-1.294474612177782,-2.576601126373433,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
2.25417485067629,0.9401406492716777,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
1.7091858023577506,0.08221902868399278,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
2.783989342342208,0.681832231174953,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
-1.0438793360272358,-2.083185350220118,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
2.336432513563838,1.0540655556155967,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
-0.8999542589129295,-1.8538315685087907,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
-1.249324375466337,-3.1304040483851905,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
-1.8563535880753146,-2.7911918220115393,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
-1.2942745581304422,3.0991908844601976,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
2.5836044238945997,0.5863825582158055,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
2.0079648718881247,0.40643305317947753,0.9891333878733582,0.8054998529079622,0.916747366759856,0.2886193924588236,"pos CCorr, pos ImagCoh, high PLV"
