,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logisticregression__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.35832715034484863,0.050152293061706536,0.005834197998046875,0.0015927990748637007,0.013292918943162162,{'logisticregression__C': 0.013292918943162162},0.4684660934458144,0.4889180974287357,0.4953939941296004,0.5328838357130266,0.523870999983342,0.4888494528246081,0.497125322997416,0.5107861542008365,0.47118421900853086,0.5033121916842846,0.49807903614161947,0.01960342018048141,19,0.5537857736976679,0.5550343964978111,0.5555842115404568,0.5480640324361383,0.5557775739302391,0.5559847687120414,0.5501443869318301,0.5584384214818998,0.5635475369132298,0.5477621314121696,0.5544123233553484,0.00457047130592125
1,1.3359033107757567,0.11050599662234574,0.005222821235656738,0.0009727282174443475,0.7114476009343418,{'logisticregression__C': 0.7114476009343418},0.47083874107722257,0.47929844738355376,0.5369609392639422,0.5218755508549269,0.5065466175809166,0.48921916592724046,0.5053617571059431,0.47903698580509174,0.5253024475148806,0.47192565186751234,0.49863663043812306,0.022717086422583212,18,0.6062846698088988,0.5967629224787231,0.5997842331383174,0.5967358059153463,0.590828803155961,0.6028818192454556,0.6083678409019468,0.6032655750047053,0.598279451720243,0.5963300304680241,0.5999521151837621,0.005001837384662907
2,1.2058571100234985,0.12657222639988738,0.005639266967773437,0.0016170349989915202,0.1570297088405538,{'logisticregression__C': 0.1570297088405538},0.47185269305645683,0.4642651770311345,0.5378716038232859,0.5118191433104178,0.4949942529692992,0.4947944395149364,0.49993540051679586,0.46468563712413136,0.520757676687367,0.47956307258632835,0.4940539096620154,0.023318344683414583,28,0.6034693940420812,0.5997444054708105,0.6010589303977183,0.5947039738801277,0.5981760866786469,0.603882382973292,0.6058984890714391,0.5975709475709476,0.5947254022041091,0.5975065010562595,0.5996736513345431,0.0036515361232315317
3,0.9202320337295532,0.1446781980044114,0.005492687225341797,0.0011322427935370459,0.06251373574521747,{'logisticregression__C': 0.06251373574521747},0.46710739779364047,0.4630822311673376,0.5274554075412057,0.5049885422175215,0.49639353000949504,0.5042443064182195,0.5168604651162791,0.4804861179725323,0.5034166362249393,0.4869538407329105,0.49509884751940814,0.01965014058223618,26,0.5918793834652866,0.6028931125431656,0.5990655749159907,0.5879722569903731,0.5915539657118415,0.5967509067509067,0.6000677927031162,0.5959805090239874,0.5955100690946464,0.5960758015374155,0.595774937273673,0.004182756670236165
4,0.2644057035446167,0.0387671413346169,0.006635594367980957,0.0017130939373798738,0.0029380279387035348,{'logisticregression__C': 0.0029380279387035348},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
5,0.2975243091583252,0.03355805265135894,0.00615987777709961,0.0010341836631773934,0.0029375384576328287,{'logisticregression__C': 0.0029375384576328287},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
6,0.31241159439086913,0.024886119055457175,0.007383084297180176,0.0008492830851540401,0.001493656855461763,{'logisticregression__C': 0.001493656855461763},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
7,1.3089622497558593,0.0961459276860071,0.00585470199584961,0.002312580690294657,0.3967605077052987,{'logisticregression__C': 0.3967605077052987},0.47185269305645683,0.4750759878419453,0.5385790622412885,0.5186497444033139,0.49788442637970376,0.48921916592724046,0.4998062015503876,0.46612653558607514,0.5205535380449965,0.4762861169837914,0.4954033472015199,0.023002803021846294,25,0.6049747902611339,0.597323055170351,0.6000045524902122,0.5944078469378147,0.5907504805872814,0.6024124360487997,0.6070017183930929,0.6029811573289834,0.599245555657315,0.5956535053799161,0.59947550982549,0.004787294509517025
8,0.8638058662414551,0.09144592707346691,0.005776214599609375,0.002626143048744972,0.06358358856676251,{'logisticregression__C': 0.06358358856676251},0.46337605451005837,0.46730469070894604,0.5297809889365546,0.5049885422175215,0.4963852009794939,0.5042443064182195,0.5168604651162791,0.4804861179725323,0.5015579001654598,0.48998414376321353,0.4954968410788279,0.019794436843266976,23,0.592824312251625,0.603852951572994,0.5987740037986825,0.5879722569903731,0.5924589568854102,0.5960985779167598,0.6016996374609694,0.5963433506911768,0.5956389982802658,0.5959350361515823,0.5961598081999839,0.004346552803668579
9,1.165906047821045,0.18026538818938942,0.005346226692199707,0.0006010505808802174,0.13311216080736882,{'logisticregression__C': 0.13311216080736882},0.4745700843608046,0.4627454201922287,0.5432302250319863,0.5035078441741583,0.4906548283386917,0.49091984619934936,0.5054909560723514,0.4689836313934723,0.5244751488063262,0.4810165609584214,0.494559454552779,0.023960587052466373,27,0.605626444040541,0.6005587731462599,0.598648545638185,0.592047458474147,0.5976075692601253,0.6032212259484987,0.6076007460340744,0.5966915532132924,0.5962708225213948,0.596411935991197,0.5994685074267716,0.004536648012557207
