,session,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_svc__C,param_svc__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
10,"(5, 'high')",0.036142921447753905,0.038664149038660896,0.0017844438552856445,0.00014319159646389935,4,7362.771796935915,0.0028226898455781745,"{'pca__n_components': 4, 'svc__C': 7362.771796935915, 'svc__gamma': 0.0028226898455781745}",0.2,0.75,0.4,0.4,0.3,0.75,0.5,0.375,0.75,0.5,0.4925,0.187766477306254,14,0.9875,0.9161764705882353,0.9286764705882353,1.0,0.9722222222222222,0.9340028694404592,0.9878048780487805,0.9411764705882353,0.9289813486370158,0.9583931133428981,0.9554933843456084,0.028235134516518347
11,"(5, 'high')",0.010612893104553222,0.000996121554715342,0.0016938447952270508,0.0001093541192556353,3,149.1313603929818,4.458207696891499e-05,"{'pca__n_components': 3, 'svc__C': 149.1313603929818, 'svc__gamma': 4.458207696891499e-05}",0.5,0.65,0.2,0.3,0.8,0.5,0.375,0.375,0.375,0.375,0.44499999999999995,0.16575584454250777,21,0.5088235294117647,0.5102941176470588,0.5852941176470587,0.5176470588235295,0.5486111111111112,0.5172166427546628,0.5667144906743186,0.6276901004304161,0.5889526542324246,0.5911047345767575,0.5562348557309102,0.03971702910757168
12,"(5, 'high')",0.01359696388244629,0.005596335820491384,0.0017773866653442382,0.00010788436489209779,1,0.48915269877694245,0.0001214293216339347,"{'pca__n_components': 1, 'svc__C': 0.48915269877694245, 'svc__gamma': 0.0001214293216339347}",0.55,0.75,0.4,0.5,0.5,0.375,0.25,0.375,0.875,0.25,0.48250000000000004,0.19204491662108633,16,0.5183823529411764,0.5345588235294118,0.5720588235294117,0.5595588235294118,0.5333333333333333,0.5566714490674318,0.5552367288378767,0.5494978479196557,0.45480631276901007,0.5351506456241033,0.5369255141080822,0.0312072899108584
13,"(5, 'high')",0.01109905242919922,0.0009597663303506333,0.00178072452545166,9.255588882035421e-05,7,16.291592880286036,0.07921923680564198,"{'pca__n_components': 7, 'svc__C': 16.291592880286036, 'svc__gamma': 0.07921923680564198}",0.4,0.5,0.4,0.5,0.5,0.5,0.375,0.5,0.5,0.5,0.46749999999999997,0.05006246098625196,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
14,"(5, 'high')",0.014405322074890137,0.0008041179582647565,0.0018114566802978516,0.00010695016327195056,8,1151.6269474842272,0.00021786885431593936,"{'pca__n_components': 8, 'svc__C': 1151.6269474842272, 'svc__gamma': 0.00021786885431593936}",0.75,0.5,0.4,0.5,0.5,0.25,0.375,0.5,0.75,0.5,0.5025000000000001,0.14596660576995,2,0.8404411764705882,0.8279411764705882,0.8235294117647058,0.7691176470588235,0.8083333333333333,0.8335724533715925,0.845767575322812,0.7647058823529411,0.8285509325681493,0.7991391678622668,0.8141098756575801,0.02699159437874101
15,"(5, 'high')",0.010786318778991699,0.0003824198847832606,0.001785421371459961,0.00010127269138636731,8,10.106624928458135,0.01035615056677107,"{'pca__n_components': 8, 'svc__C': 10.106624928458135, 'svc__gamma': 0.01035615056677107}",0.5,0.5,0.4,0.5,0.5,0.25,0.375,0.5,0.375,0.5,0.44000000000000006,0.08231038816577163,22,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9722222222222222,1.0,1.0,1.0,0.9705882352941176,1.0,0.982516339869281,0.014283139494444578
16,"(5, 'high')",0.0106062650680542,0.0003941517526016816,0.0017035245895385743,4.587540864605687e-05,4,7.415338338321304,3.1551103362477496e-05,"{'pca__n_components': 4, 'svc__C': 7.415338338321304, 'svc__gamma': 3.1551103362477496e-05}",0.5,0.5,0.5,0.45,0.8,0.5,0.375,0.25,0.5,0.125,0.45,0.16918924315688633,19,0.5463235294117647,0.5933823529411765,0.6095588235294118,0.6110294117647059,0.5541666666666667,0.5760401721664276,0.6061692969870875,0.5595408895265424,0.5502152080344334,0.6212338593974176,0.5827660210425634,0.02728927519619073
17,"(5, 'high')",0.010687804222106934,0.0002927065284028617,0.0017458200454711914,0.00011607827897129106,5,998.726911648615,2.3605162599910026,"{'pca__n_components': 5, 'svc__C': 998.726911648615, 'svc__gamma': 2.3605162599910026}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18,"(5, 'high')",0.013031744956970214,0.0050885139677619,0.0018229961395263671,0.00010671130869052094,9,0.7746946749382326,0.7335498262678716,"{'pca__n_components': 9, 'svc__C': 0.7746946749382326, 'svc__gamma': 0.7335498262678716}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19,"(5, 'high')",0.011327743530273438,0.0015569885541323178,0.003108501434326172,0.004074836676979315,7,0.2881132533977738,3.238159485999761,"{'pca__n_components': 7, 'svc__C': 0.2881132533977738, 'svc__gamma': 3.238159485999761}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3,0.8823529411764706,0.6764705882352942,0.8823529411764706,0.6764705882352942,0.8611111111111112,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7058823529411764,0.8529411764705883,0.8184640522875817,0.08741585727450879
20,"(5, 'high')",0.010755538940429688,0.0002601890256639163,0.001800203323364258,0.00010988594109579627,7,3.352647800331947,1.8098078511545712,"{'pca__n_components': 7, 'svc__C': 3.352647800331947, 'svc__gamma': 1.8098078511545712}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21,"(5, 'high')",0.011555337905883789,0.00023669322379644303,0.001851344108581543,6.108686465896871e-05,9,172719.23665977034,0.002685043362939281,"{'pca__n_components': 9, 'svc__C': 172719.23665977034, 'svc__gamma': 0.002685043362939281}",0.65,0.5,0.3,0.5,0.4,0.375,0.375,0.5,0.375,0.5,0.44749999999999995,0.095818839483684,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22,"(5, 'high')",0.010725760459899902,0.0003617721826434525,0.0017395496368408203,9.89297948956382e-05,6,10.264925265698704,1.2031884193659006,"{'pca__n_components': 6, 'svc__C': 10.264925265698704, 'svc__gamma': 1.2031884193659006}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
